1,オンライントーク会,1部 14:00～14:30,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,2部 14:30～15:00,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,3部 15:00～15:30,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,4部 16:00～16:30,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,5部 16:30～17:00,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,6部 17:00～17:30,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,7部 17:30～18:00,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,8部 18:00～18:30,1月13日(土),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,1部 14:00～14:30,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,2部 14:30～15:00,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,3部 15:00～15:30,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,4部 16:00～16:30,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,5部 16:30～17:00,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,6部 17:00～17:30,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
1,オンライントーク会,7部 17:30～18:00,1月14日(日),応募期間:11/21~11/23　当落発表:11/30,1400,,古瀬 直輝,海帆,太田 駿静,四谷 真佑,高橋 わたる,栗田 航兵,小堀 柊,西島 蓮汰
